pattern_id,service_id,type_id,box_count,mass_kg,volume_m3,energy_kwh,flight_s,operation_s,return_soc,rho_max,medical_count,water_count,food_count,hygiene_count
S012-B-002,S012,B,1,14,0.027,2.39703782842,1292.82681425,1802.82681425,0.400740542895,0.400740542895,0,1,0,0
S012-C-002,S012,C,1,14,0.027,4.76768484765,1362.67714589,1908.67714589,0.404039394044,0.404039394044,0,1,0,0
S012-A-003,S012,A,1,3,0.012,2.78620062907,1539.19815302,2049.19815302,0.380844304651,0.380844304651,1,0,0,0
S012-B-003,S012,B,1,3,0.012,2.23256927956,1292.82681425,1802.82681425,0.441857680111,0.441857680111,1,0,0,0
S012-C-003,S012,C,1,3,0.012,4.67139956988,1362.67714589,1908.67714589,0.416075053764,0.416075053764,1,0,0,0
S012-A-004,S012,A,2,22,0.055,3.05866790646,1539.19815302,2109.19815302,0.320296020787,0.320296020787,0,1,1,0
S012-B-004,S012,B,2,22,0.055,2.62741763692,1292.82681425,1862.82681425,0.343145590771,0.343145590771,0,1,1,0
S012-C-004,S012,C,2,22,0.055,4.87446649929,1362.67714589,1974.67714589,0.390691687589,0.390691687589,0,1,1,0
S012-A-005,S012,A,2,11,0.04,2.86616492313,1539.19815302,2109.19815302,0.363074461526,0.363074461526,1,0,1,0
S012-B-005,S012,B,2,11,0.04,2.33774462731,1292.82681425,1862.82681425,0.415563843171,0.415563843171,1,0,1,0
S012-C-005,S012,C,2,11,0.04,4.73531522911,1362.67714589,1974.67714589,0.408085596361,0.408085596361,1,0,1,0
S012-A-006,S012,A,2,17,0.039,2.95822423589,1539.19815302,2109.19815302,0.342616836468,0.342616836468,1,1,0,0
S012-B-006,S012,B,2,17,0.039,2.46940598596,1292.82681425,1862.82681425,0.382648503509,0.382648503509,1,1,0,0
S012-C-006,S012,C,2,17,0.039,4.80423509984,1362.67714589,1974.67714589,0.39947061252,0.39947061252,1,1,0,0
S012-B-007,S012,B,3,25,0.067,2.75259995448,1292.82681425,1922.82681425,0.311850011381,0.311850011381,1,1,1,0
S012-C-007,S012,C,3,25,0.067,4.92237948039,1362.67714589,2040.67714589,0.384702564951,0.384702564951,1,1,1,0
S013-A-001,S013,A,1,8,0.028,1.8713147724,1042.16281728,1552.16281728,0.5841522728,0.5841522728,0,0,1,0
S013-B-001,S013,B,1,8,0.028,1.51569018767,880.511588782,1390.51158878,0.621077453082,0.621077453082,0,0,1,0
S013-C-001,S013,C,1,8,0.028,3.10274931246,933.672196687,1479.67219669,0.612156335943,0.612156335943,0,0,1,0
S013-A-002,S013,A,1,14,0.027,1.92454222842,1042.16281728,1552.16281728,0.572323949241,0.572323949241,0,1,0,0
S013-B-002,S013,B,1,14,0.027,1.58803411551,880.511588782,1390.51158878,0.602991471123,0.602991471123,0,1,0,0
S013-C-002,S013,C,1,14,0.027,3.14429823149,933.672196687,1479.67219669,0.606962721064,0.606962721064,0,1,0,0
S013-A-003,S013,A,1,3,0.012,1.84070715895,1042.16281728,1552.16281728,0.590953964678,0.590953964678,1,0,0,0
S013-B-003,S013,B,1,3,0.012,1.47662195989,880.511588782,1390.51158878,0.630844510028,0.630844510028,1,0,0,0
S013-C-003,S013,C,1,3,0.012,3.07762305539,933.672196687,1479.67219669,0.615297118077,0.615297118077,1,0,0,0
S013-A-004,S013,A,2,22,0.055,2.0255255621,1042.16281728,1612.16281728,0.549883208421,0.549883208421,0,1,1,0
S013-B-004,S013,B,2,22,0.055,1.74173806334,880.511588782,1450.51158878,0.564565484165,0.564565484165,0,1,1,0
S013-C-004,S013,C,2,22,0.055,3.21690592033,933.672196687,1545.67219669,0.597886759958,0.597886759958,0,1,1,0
S013-A-005,S013,A,2,11,0.04,1.89571921829,1042.16281728,1612.16281728,0.578729062603,0.578729062603,1,0,1,0
S013-B-005,S013,B,2,11,0.04,1.54817570716,880.511588782,1450.51158878,0.61295607321,0.61295607321,1,0,1,0
S013-C-005,S013,C,2,11,0.04,3.12210514987,933.672196687,1545.67219669,0.609736856266,0.609736856266,1,0,1,0
S013-A-006,S013,A,2,17,0.039,1.95803085864,1042.16281728,1612.16281728,0.564882031413,0.564882031413,1,1,0,0
S013-B-006,S013,B,2,17,0.039,1.6364713739,880.511588782,1450.51158878,0.590882156524,0.590882156524,1,1,0,0
S013-C-006,S013,C,2,17,0.039,3.16923434551,933.672196687,1545.67219669,0.603845706811,0.603845706811,1,1,0,0
S013-B-007,S013,B,3,25,0.067,1.82482819123,880.511588782,1510.51158878,0.543792952192,0.543792952192,1,1,1,0
S013-C-007,S013,C,3,25,0.067,3.24929744332,933.672196687,1611.67219669,0.593837819585,0.593837819585,1,1,1,0
S014-A-001,S014,A,1,8,0.028,2.18849262159,1420.39888529,1930.39888529,0.513668306313,0.513668306313,0,0,1,0
S014-B-001,S014,B,1,8,0.028,1.78447184374,1239.74767529,1749.74767529,0.553882039065,0.553882039065,0,0,1,0
S014-C-001,S014,C,1,8,0.028,3.56453419511,1357.28013786,1903.28013786,0.554433225611,0.554433225611,0,0,1,0
S014-A-002,S014,A,1,14,0.027,2.25162780107,1420.39888529,1930.39888529,0.499638266428,0.499638266428,0,1,0,0
S014-B-002,S014,B,1,14,0.027,1.86897038555,1239.74767529,1749.74767529,0.532757403613,0.532757403613,0,1,0,0
S014-C-002,S014,C,1,14,0.027,3.61461817877,1357.28013786,1903.28013786,0.548172727653,0.548172727653,0,1,0,0
S014-A-003,S014,A,1,3,0.012,2.1512445395,1420.39888529,1930.39888529,0.521945657889,0.521945657889,1,0,0,0
S014-B-003,S014,B,1,3,0.012,1.73776871308,1239.74767529,1749.74767529,0.565557821731,0.565557821731,1,0,0,0
S014-C-003,S014,C,1,3,0.012,3.53341173094,1357.28013786,1903.28013786,0.558323533632,0.558323533632,1,0,0,0
S014-A-004,S014,A,2,22,0.055,2.36934911329,1420.39888529,1990.39888529,0.473477974825,0.473477974825,0,1,1,0
S014-B-004,S014,B,2,22,0.055,2.04560892855,1239.74767529,1809.74767529,0.488597767862,0.488597767862,0,1,1,0
S014-C-004,S014,C,2,22,0.055,3.7006286613,1357.28013786,1969.28013786,0.537421417337,0.537421417337,0,1,1,0
S014-A-005,S014,A,2,11,0.04,2.21759125708,1420.39888529,1990.39888529,0.507201942872,0.507201942872,1,0,1,0
S014-B-005,S014,B,2,11,0.04,1.82260137702,1239.74767529,1809.74767529,0.544349655744,0.544349655744,1,0,1,0
S014-C-005,S014,C,2,11,0.04,3.58799082442,1357.28013786,1969.28013786,0.551501146947,0.551501146947,1,0,1,0
S014-A-006,S014,A,2,17,0.039,2.2908783476,1420.39888529,1990.39888529,0.490915922755,0.490915922755,1,1,0,0
S014-B-006,S014,B,2,17,0.039,1.92492657541,1239.74767529,1809.74767529,0.518768356148,0.518768356148,1,1,0,0
S014-C-006,S014,C,2,17,0.039,3.64431097301,1357.28013786,1969.28013786,0.544461128374,0.544461128374,1,1,0,0
S014-B-007,S014,B,3,25,0.067,2.14029097817,1239.74767529,1869.74767529,0.464927255459,0.464927255459,1,1,1,0
S014-C-007,S014,C,3,25,0.067,3.73865315002,1357.28013786,2035.28013786,0.532668356247,0.532668356247,1,1,1,0
S015-A-001,S015,A,1,8,0.028,2.36097608934,1398.65305656,1908.65305656,0.475338646813,0.475338646813,0,0,1,0
S015-B-001,S015,B,1,8,0.028,1.91750580102,1198.32756016,1708.32756016,0.520623549745,0.520623549745,0,0,1,0
S015-C-001,S015,C,1,8,0.028,3.88697005117,1288.56064529,1834.56064529,0.514128743604,0.514128743604,0,0,1,0
S015-A-002,S015,A,1,14,0.027,2.42938205165,1398.65305656,1908.65305656,0.460137321857,0.460137321857,0,1,0,0
S015-B-002,S015,B,1,14,0.027,2.00960175778,1198.32756016,1708.32756016,0.497599560556,0.497599560556,0,1,0,0
S015-C-002,S015,C,1,14,0.027,3.94090344348,1288.56064529,1834.56064529,0.507387069565,0.507387069565,0,1,0,0
S015-A-003,S015,A,1,3,0.012,2.32100900612,1398.65305656,1908.65305656,0.484220220862,0.484220220862,1,0,0,0
S015-B-003,S015,B,1,3,0.012,1.86705394275,1198.32756016,1708.32756016,0.533236514313,0.533236514313,1,0,0,0
S015-C-003,S015,C,1,3,0.012,3.8537957121,1288.56064529,1834.56064529,0.518275535988,0.518275535988,1,0,0,0
S015-A-004,S015,A,2,22,0.055,2.55778395142,1398.65305656,1968.65305656,0.43160356635,0.43160356635,0,1,1,0
S015-B-004,S015,B,2,22,0.055,2.20333742147,1198.32756016,1768.32756016,0.449165644633,0.449165644633,0,1,1,0
S015-C-004,S015,C,2,22,0.055,4.0341409638,1288.56064529,1900.56064529,0.495732379525,0.495732379525,0,1,1,0
S015-A-005,S015,A,2,11,0.04,2.3924412284,1398.65305656,1968.65305656,0.468346393688,0.468346393688,1,0,1,0
S015-B-005,S015,B,2,11,0.04,1.95898537112,1198.32756016,1768.32756016,0.510253657221,0.510253657221,1,0,1,0
S015-C-005,S015,C,2,11,0.04,3.91217872681,1288.56064529,1900.56064529,0.510977659149,0.510977659149,1,0,1,0
S015-A-006,S015,A,2,17,0.039,2.47210472183,1398.65305656,1968.65305656,0.450643395148,0.450643395148,1,1,0,0
S015-B-006,S015,B,2,17,0.039,2.07084944251,1198.32756016,1768.32756016,0.482287639374,0.482287639374,1,1,0,0
S015-C-006,S015,C,2,17,0.039,3.97302744968,1288.56064529,1900.56064529,0.50337156879,0.50337156879,1,1,0,0
S015-B-007,S015,B,3,25,0.067,2.30752850568,1198.32756016,1828.32756016,0.423117873579,0.423117873579,1,1,1,0
S015-C-007,S015,C,3,25,0.067,4.07550404919,1288.56064529,1966.56064529,0.490561993852,0.490561993852,1,1,1,0
